"authors","title","doi","journal","habitat","region","scale_name","scale_size_m2","scale_size_km","type_study","notes","n_rows","scale_type","record"
"Schoeb, Christian; Callaway, Ragan M.; Anthelme, Fabien; Brooker, Rob W.; Cavieres, Lohengrin A.; Kikvidze, Zaal; Lortie, Christopher J.; Michalet, Richard; Pugnaire, Francisco I.; Xiao, Sa; Cranston, Brittany H.; Garcia, Mary-Carolina; Hupp, Nicole R.; Llambi, Luis D.; Lingua, Emanuele; Reid, Anya M.; Zhao, Liang; Butterfield, Bradley J.","The context dependence of beneficiary feedback effects on benefactors in plant facilitation","10.1111/nph.12908","NEW PHYTOLOGIST","shrubland","South America","plot",0.0672,NA,"obs","",390,"method_scale","m2"
"Schoeb, Christian; Callaway, Ragan M.; Anthelme, Fabien; Brooker, Rob W.; Cavieres, Lohengrin A.; Kikvidze, Zaal; Lortie, Christopher J.; Michalet, Richard; Pugnaire, Francisco I.; Xiao, Sa; Cranston, Brittany H.; Garcia, Mary-Carolina; Hupp, Nicole R.; Llambi, Luis D.; Lingua, Emanuele; Reid, Anya M.; Zhao, Liang; Butterfield, Bradley J.","The context dependence of beneficiary feedback effects on benefactors in plant facilitation","10.1111/nph.12908","NEW PHYTOLOGIST","shrubland","Europe","plot",0.0672,NA,"obs","",390,"method_scale","m2"
"Schoeb, Christian; Callaway, Ragan M.; Anthelme, Fabien; Brooker, Rob W.; Cavieres, Lohengrin A.; Kikvidze, Zaal; Lortie, Christopher J.; Michalet, Richard; Pugnaire, Francisco I.; Xiao, Sa; Cranston, Brittany H.; Garcia, Mary-Carolina; Hupp, Nicole R.; Llambi, Luis D.; Lingua, Emanuele; Reid, Anya M.; Zhao, Liang; Butterfield, Bradley J.","The context dependence of beneficiary feedback effects on benefactors in plant facilitation","10.1111/nph.12908","NEW PHYTOLOGIST","shrubland","Asia","plot",0.0672,NA,"obs","",390,"method_scale","m2"
"Schoeb, Christian; Callaway, Ragan M.; Anthelme, Fabien; Brooker, Rob W.; Cavieres, Lohengrin A.; Kikvidze, Zaal; Lortie, Christopher J.; Michalet, Richard; Pugnaire, Francisco I.; Xiao, Sa; Cranston, Brittany H.; Garcia, Mary-Carolina; Hupp, Nicole R.; Llambi, Luis D.; Lingua, Emanuele; Reid, Anya M.; Zhao, Liang; Butterfield, Bradley J.","The context dependence of beneficiary feedback effects on benefactors in plant facilitation","10.1111/nph.12908","NEW PHYTOLOGIST","shrubland","Europe","plot",0.1782,NA,"obs","",390,"method_scale","m2"
"Schoeb, Christian; Callaway, Ragan M.; Anthelme, Fabien; Brooker, Rob W.; Cavieres, Lohengrin A.; Kikvidze, Zaal; Lortie, Christopher J.; Michalet, Richard; Pugnaire, Francisco I.; Xiao, Sa; Cranston, Brittany H.; Garcia, Mary-Carolina; Hupp, Nicole R.; Llambi, Luis D.; Lingua, Emanuele; Reid, Anya M.; Zhao, Liang; Butterfield, Bradley J.","The context dependence of beneficiary feedback effects on benefactors in plant facilitation","10.1111/nph.12908","NEW PHYTOLOGIST","shrubland","North America","plot",0.1782,NA,"obs","",390,"method_scale","m2"
"Schoeb, Christian; Callaway, Ragan M.; Anthelme, Fabien; Brooker, Rob W.; Cavieres, Lohengrin A.; Kikvidze, Zaal; Lortie, Christopher J.; Michalet, Richard; Pugnaire, Francisco I.; Xiao, Sa; Cranston, Brittany H.; Garcia, Mary-Carolina; Hupp, Nicole R.; Llambi, Luis D.; Lingua, Emanuele; Reid, Anya M.; Zhao, Liang; Butterfield, Bradley J.","The context dependence of beneficiary feedback effects on benefactors in plant facilitation","10.1111/nph.12908","NEW PHYTOLOGIST","shrubland","South America","plot",0.1782,NA,"obs","",390,"method_scale","m2"
"Schoeb, Christian; Callaway, Ragan M.; Anthelme, Fabien; Brooker, Rob W.; Cavieres, Lohengrin A.; Kikvidze, Zaal; Lortie, Christopher J.; Michalet, Richard; Pugnaire, Francisco I.; Xiao, Sa; Cranston, Brittany H.; Garcia, Mary-Carolina; Hupp, Nicole R.; Llambi, Luis D.; Lingua, Emanuele; Reid, Anya M.; Zhao, Liang; Butterfield, Bradley J.","The context dependence of beneficiary feedback effects on benefactors in plant facilitation","10.1111/nph.12908","NEW PHYTOLOGIST","shrubland","Asia","plot",0.1782,NA,"obs","",390,"method_scale","m2"
"Burger, JC; Redak, RA; Allen, EB; Rotenberry, JT; Allen, MF","Restoring arthropod communities in coastal sage scrub","10.1046/j.1523-1739.2003.01325.x","CONSERVATION BIOLOGY","shrubland","North America","plot",126,NA,"exp","",390,"method_scale","m2"
"Burger, JC; Redak, RA; Allen, EB; Rotenberry, JT; Allen, MF","Restoring arthropod communities in coastal sage scrub","10.1046/j.1523-1739.2003.01325.x","CONSERVATION BIOLOGY","shrubland","North America","plot",121,NA,"exp","",390,"method_scale","m2"
"Schutzenhofer, Michele R.; Valone, Thomas J.","Positive and negative effects of exotic Erodium cicutarium on an arid ecosystem","10.1016/j.biocon.2006.04.031","BIOLOGICAL CONSERVATION","shrubland","North America","plot",2500,NA,"exp","",390,"method_scale","m2"
"Grigulis, K; Lavorel, S; Davies, ID; Dossantos, A; Lloret, F; Vila, M","Landscape-scale positive feedbacks between fire and expansion of the large tussock grass, Ampelodesmos mauritanica in Catalan shrublands","10.1111/j.1365-2486.2005.00980.x","GLOBAL CHANGE BIOLOGY","shrubland","Europe","plot",36,NA,"obs","",390,"method_scale","m2"
"Street, L. E.; Shaver, G. R.; Williams, M.; Van Wijk, M. T.","What is the relationship between changes in canopy leaf area and changes in photosynthetic CO2 flux in arctic ecosystems?","10.1111/j.1365-2745.2006.01187.x","JOURNAL OF ECOLOGY","shrubland","Europe","plot",1,NA,"obs","",390,"method_scale","m2"
"Street, L. E.; Shaver, G. R.; Williams, M.; Van Wijk, M. T.","What is the relationship between changes in canopy leaf area and changes in photosynthetic CO2 flux in arctic ecosystems?","10.1111/j.1365-2745.2006.01187.x","JOURNAL OF ECOLOGY","shrubland","North America","plot",1,NA,"obs","",390,"method_scale","m2"
"Sorensen, Pernille Laerkedal; Michelsen, Anders","Long-term warming and litter addition affects nitrogen fixation in a subarctic heath","10.1111/j.1365-2486.2010.02234.x","GLOBAL CHANGE BIOLOGY","shrubland","Europe","plot",1.44,NA,"exp","",390,"method_scale","m2"
"Gavini, Sabrina S.; Ezcurra, Cecilia; Aizen, Marcelo A.","Patch-level facilitation fosters high-Andean plant diversity at regional scales","10.1111/jvs.12922","JOURNAL OF VEGETATION SCIENCE","shrubland","South America","plot",NA,NA,"obs","not specified! ('the size of the cushion plant')",390,"method_scale",NA
"Kumar, Sunil; Stohlgren, Thomas J.; Chong, Geneva W.","Spatial heterogeneity influences native and nonnative plant species richness","10.1890/0012-9658(2006)87[3186:SHINAN]2.0.CO;2","ECOLOGY","shrubland","North America","plot",1000,NA,"obs","",390,"method_scale","m2"
"Escudero, A; Romao, RL; de la Cruz, M; Maestre, FT","Spatial pattern and neighbour effects on Helianthemum squamatum seedlings in a Mediterranean gypsum community","10.1111/j.1654-1103.2005.tb02377.x","JOURNAL OF VEGETATION SCIENCE","shrubland","Europe","plot",42,NA,"obs","",390,"method_scale","m2"
"Nobis, Agnieszka; Zmihorski, Michal; Kotowska, Dorota","Linking the diversity of native flora to land cover heterogeneity and plant invasions in a river valley","10.1016/j.biocon.2016.08.032","BIOLOGICAL CONSERVATION","shrubland","Europe","plot",1e+06,NA,"obs","",390,"method_scale","m2"
"Nobis, Agnieszka; Zmihorski, Michal; Kotowska, Dorota","Linking the diversity of native flora to land cover heterogeneity and plant invasions in a river valley","10.1016/j.biocon.2016.08.032","BIOLOGICAL CONSERVATION","shrubland","Europe","plot",1e+06,NA,"obs","",390,"method_scale","m2"
"McNickle, Gordon G.; Lamb, Eric G.; Lavender, Mike; Cahill, James F., Jr.; Schamp, Brandon S.; Siciliano, Steven D.; Condit, Richard; Hubbell, Stephen P.; Baltzer, Jennifer L.","Checkerboard score-area relationships reveal spatial scales of plant community structure","10.1111/oik.04620","OIKOS","desert and tundra","North America","quadrat",0.01,NA,"obs","",169,"method_scale","m2"
"McNickle, Gordon G.; Lamb, Eric G.; Lavender, Mike; Cahill, James F., Jr.; Schamp, Brandon S.; Siciliano, Steven D.; Condit, Richard; Hubbell, Stephen P.; Baltzer, Jennifer L.","Checkerboard score-area relationships reveal spatial scales of plant community structure","10.1111/oik.04620","OIKOS","desert and tundra","North America","quadrat",0.81,NA,"obs","",169,"method_scale","m2"
"Quested, HM; Cornelissen, JHC; Press, MC; Callaghan, TV; Aerts, R; Trosien, F; Riemann, P; Gwynn-Jones, D; Kondratchuk, A; Jonasson, SE","Decomposition of sub-arctic plants with differing nitrogen economies: A functional role for hemiparasites","10.1890/02-0426","ECOLOGY","desert and tundra","Europe","quadrat",NA,NA,"exp","",169,"method_scale",NA
"Virtanen, Risto; Oksanen, Jari; Oksanen, Lauri; Razzhivin, Vladimir Yu","Broad-scale vegetation-environment relationships in Eurasian high-latitude areas","10.1111/j.1654-1103.2006.tb02473.x","JOURNAL OF VEGETATION SCIENCE","desert and tundra","Europe","quadrat",0.64,NA,"obs","",169,"method_scale","m2"
"Epstein, HE; Calef, MP; Walker, MD; Chapin, FS; Starfield, AM","Detecting changes in arctic tundra plant communities in response to warming over decadal time scales","10.1111/j.1529-8817.2003.00810.x","GLOBAL CHANGE BIOLOGY","desert and tundra","North America","quadrat",0.04,NA,"sim","",169,"method_scale","m2"
"Elliott, Tammy L.; Davies, T. Jonathan","A comparison of phylogenetic and species beta diversity measures describing vegetation assemblages along an elevation gradient","10.1111/jvs.12700","JOURNAL OF VEGETATION SCIENCE","desert and tundra","North America","quadrat",1,NA,"obs","",169,"method_scale","m2"
"Despland, E","Fractal index captures the role of vegetation clumping in locust swarming","10.1046/j.1365-2435.2003.00728.x","FUNCTIONAL ECOLOGY","desert and tundra","Africa","quadrat",1.97e+11,NA,"obs","",169,"method_scale","m2"
"Jabis, Meredith D.; Winkler, Daniel E.; Kueppers, Lara M.","Warming acts through earlier snowmelt to advance but not extend alpine community flowering","10.1002/ecy.3108","ECOLOGY","desert and tundra","North America","quadrat",1,NA,"exp","",169,"method_scale","m2"
"McNickle, Gordon G.; Lamb, Eric G.; Lavender, Mike; Cahill, James F., Jr.; Schamp, Brandon S.; Siciliano, Steven D.; Condit, Richard; Hubbell, Stephen P.; Baltzer, Jennifer L.","Checkerboard score-area relationships reveal spatial scales of plant community structure","10.1111/oik.04620","OIKOS","forest","North America","quadrat",25,NA,"obs","",169,"method_scale","m2"
"McNickle, Gordon G.; Lamb, Eric G.; Lavender, Mike; Cahill, James F., Jr.; Schamp, Brandon S.; Siciliano, Steven D.; Condit, Richard; Hubbell, Stephen P.; Baltzer, Jennifer L.","Checkerboard score-area relationships reveal spatial scales of plant community structure","10.1111/oik.04620","OIKOS","forest","North America","quadrat",10000,NA,"obs","",169,"method_scale","m2"
"Roe, Cailin M.; Parker, Graham C.; Korsten, Annika C.; Lister, Christina J.; Weatherall, Sam B.; Lawrence Lodge, Rachael H. E.; Wilson, J. Bastow","Small-scale spatial autocorrelation in plant communities: the effects of spatial grain and measure of abundance, with an improved sampling scheme","10.1111/j.1654-1103.2011.01375.x","JOURNAL OF VEGETATION SCIENCE","forest","Oceania","quadrat",25,NA,"obs","",169,"method_scale","m2"
"Norghauer, Julian M.; Newbery, David M.","Recruitment limitation after mast-seeding in two African rain forest trees","10.1890/09-0071.1","ECOLOGY","forest","Africa","quadrat",0.49,NA,"exp","",169,"method_scale","m2"
"Hernandez-Hernandez, Raquel; Borges, Paulo A. V.; Gabriel, Rosalina; Rigal, Francois; Ah-Peng, Claudine; Maria Gonzalez-Mancebo, Juana","Scaling alpha- and beta-diversity: bryophytes along an elevational gradient on a subtropical oceanic Island (La Palma, Canary Islands)","10.1111/jvs.12573","JOURNAL OF VEGETATION SCIENCE","forest","Europe","quadrat",4,NA,"obs","",169,"method_scale","m2"
"Kobe, Richard K.; Vriesendorp, Corine F.","Conspecific density dependence in seedlings varies with species shade tolerance in a wet tropical forest","10.1111/j.1461-0248.2011.01612.x","ECOLOGY LETTERS","forest","Central America","quadrat",1,NA,"obs","",169,"method_scale","m2"
"Elliott, Tammy L.; Davies, T. Jonathan","A comparison of phylogenetic and species beta diversity measures describing vegetation assemblages along an elevation gradient","10.1111/jvs.12700","JOURNAL OF VEGETATION SCIENCE","forest","North America","quadrat",1,NA,"obs","",169,"method_scale","m2"
"Elliott, Tammy L.; Davies, T. Jonathan","A comparison of phylogenetic and species beta diversity measures describing vegetation assemblages along an elevation gradient","10.1111/jvs.12700","JOURNAL OF VEGETATION SCIENCE","forest","North America","quadrat",1,NA,"obs","",169,"method_scale","m2"
"Widenfalk, Olof; Weslien, Jan","Plant species richness in managed boreal forests-Effects of stand succession and thinning","10.1016/j.foreco.2008.12.010","FOREST ECOLOGY AND MANAGEMENT","forest","Europe","quadrat",1440000,NA,"obs","",169,"method_scale","m2"
"Widenfalk, Olof; Weslien, Jan","Plant species richness in managed boreal forests-Effects of stand succession and thinning","10.1016/j.foreco.2008.12.010","FOREST ECOLOGY AND MANAGEMENT","forest","Europe","quadrat",1e+06,NA,"obs","",169,"method_scale","m2"
"Kelly, Jay F.","Regional changes to forest understories since the mid-Twentieth Century: Effects of overabundant deer and other factors in northern New Jersey","10.1016/j.foreco.2019.04.050","FOREST ECOLOGY AND MANAGEMENT","forest","North America","quadrat",100,NA,"exp","",169,"method_scale","m2"
"Furlaud, James M.; Prior, Lynda D.; Williamson, Grant J.; Bowman, David M. J. S.","Bioclimatic drivers of fire severity across the Australian geographical range of giant Eucalyptus forests","10.1111/1365-2745.13663","JOURNAL OF ECOLOGY","forest","Oceania","quadrat",1,NA,"sim","",169,"method_scale","m2"
"Zhao, Ning; Liu, Huiming; Wang, Qiufeng; Wang, Ruili; Xu, Zhiwei; Jiao, Cuicui; Zhu, Jianxing; Yu, Guirui; He, Nianpeng","Root elemental composition in Chinese forests: Implications for biogeochemical niche differentiation","10.1111/1365-2435.12938","FUNCTIONAL ECOLOGY","forest","Asia","quadrat",1200,NA,"obs","",169,"method_scale","m2"
"Manuel Herrera, Jose; Garcia, Daniel","Effects of Forest Fragmentation on Seed Dispersal and Seedling Establishment in Ornithochorous Trees","10.1111/j.1523-1739.2010.01459.x","CONSERVATION BIOLOGY","forest","Europe","quadrat",0.25,NA,"obs","",169,"method_scale","m2"
"Albert, Sebastien; Flores, Olivier; Rouget, Mathieu; Wilding, Nicholas; Strasberg, Dominique","Why are woody plants fleshy-fruited at low elevations? Evidence from a high-elevation oceanic island","10.1111/jvs.12676","JOURNAL OF VEGETATION SCIENCE","forest","Africa","quadrat",2500,NA,"obs","",169,"method_scale","m2"
"Akashi, Nobuhiro","Responses of understory vascular plant communities up to 6 years after retention harvesting in planted Abies sachalinensis forests","10.1016/j.foreco.2023.120991","FOREST ECOLOGY AND MANAGEMENT","forest","Asia","quadrat",25,NA,"exp","",169,"method_scale","m2"
"Kassi, N'Dja Justin K.; Decocq, Guillaume","Successional patterns of plant species and community diversity in a semi-deciduous tropical forest under shifting cultivation","10.3170/2008-8-18453","JOURNAL OF VEGETATION SCIENCE","forest","Africa","quadrat",1500,NA,"obs","",169,"method_scale","m2"
"Kassi, N'Dja Justin K.; Decocq, Guillaume","Successional patterns of plant species and community diversity in a semi-deciduous tropical forest under shifting cultivation","10.3170/2008-8-18453","JOURNAL OF VEGETATION SCIENCE","forest","Africa","quadrat",1000,NA,"obs","",169,"method_scale","m2"
"Kassi, N'Dja Justin K.; Decocq, Guillaume","Successional patterns of plant species and community diversity in a semi-deciduous tropical forest under shifting cultivation","10.3170/2008-8-18453","JOURNAL OF VEGETATION SCIENCE","forest","Africa","quadrat",400,NA,"obs","",169,"method_scale","m2"
"Dalling, James W.; Schnitzer, Stefan A.; Baldeck, Claire; Harms, Kyle E.; John, Robert; Mangan, Scott A.; Lobo, Elena; Yavitt, Joseph B.; Hubbell, Stephen P.","Resource-based habitat associations in a neotropical liana community","10.1111/j.1365-2745.2012.01989.x","JOURNAL OF ECOLOGY","forest","South America","quadrat",400,NA,"obs","BCI plot",169,"method_scale","m2"
"Burgar, Joanna M.; Stokes, Vicki L.; Craig, Michael D.","Habitat features act as unidirectional and dynamic filters to bat use of production landscapes","10.1016/j.biocon.2017.02.024","BIOLOGICAL CONSERVATION","forest","Australia","quadrat",25,NA,"obs","",169,"method_scale","m2"
"Croft, Peter; Hunter, John T.; Reid, Nick","Forgotten fauna: Habitat attributes of long-unburnt open forests and woodlands dictate a rethink of fire management theory and practice","10.1016/j.foreco.2016.02.015","FOREST ECOLOGY AND MANAGEMENT","forest","Oceania","quadrat",400,NA,"obs","",169,"method_scale","m2"
"Medina, Nagore G.; Bowker, Matthew A.; Hortal, Joaquin; Mazimpaka, Vicente; Lara, Francisco","Shifts in the importance of the species pool and environmental controls of epiphytic bryophyte richness across multiple scales","10.1007/s00442-018-4066-x","OECOLOGIA","forest","Europe","quadrat",0.04,NA,"obs","",169,"method_scale","m2"
