"authors","title","doi","journal","habitat","region","scale_name","scale_size_m2","scale_size_km","type_study","notes"
"Carmona, Carlos P.; Guerrero, Irene; Peco, Begona; Morales, Manuel B.; Onate, Juan J.; Part, Tomas; Tscharntke, Teja; Liira, Jaan; Aavik, Tsipe; Emmerson, Mark C.; Berendse, Frank; Ceryngier, Piotr; Bretagnolle, Vincent; Weisser, Wolfgang W.; Bengtsson, Jan","Agriculture intensification reduces plant taxonomic and functional diversity across European arable systems","10.1111/1365-2435.13608","FUNCTIONAL ECOLOGY","grassland","Europe","quadrat",4,NA,"obs",""
"Xiang, Dan; Verbruggen, Erik; Hu, Yajun; Veresoglou, Stavros D.; Rillig, Matthias C.; Zhou, Wenping; Xu, Tianle; Li, Huan; Hao, Zhipeng; Chen, Yongliang; Chen, Baodong","Land use influences arbuscular mycorrhizal fungal communities in the farming-pastoral ecotone of northern China","10.1111/nph.12961","NEW PHYTOLOGIST","grassland","Asia","quadrat",1,NA,"obs",""
"Harrison, Susan; Cornell, Howard; Moore, Kara A.","Spatial niches and coexistence: testing theory with tarweeds","10.1890/09-0742.1","ECOLOGY","grassland","North America","quadrat",1,NA,"obs",""
"Berdugo, Miguel; Maestre, Fernando T.; Kefi, Sonia; Gross, Nicolas; Le Bagousse-Pinguet, Yoann; Soliveres, Santiago","Aridity preferences alter the relative importance of abiotic and biotic drivers on plant species abundance in global drylands","10.1111/1365-2745.13006","JOURNAL OF ECOLOGY","multiple","Oceania","quadrat",2.25,NA,"obs",""
"Berdugo, Miguel; Maestre, Fernando T.; Kefi, Sonia; Gross, Nicolas; Le Bagousse-Pinguet, Yoann; Soliveres, Santiago","Aridity preferences alter the relative importance of abiotic and biotic drivers on plant species abundance in global drylands","10.1111/1365-2745.13006","JOURNAL OF ECOLOGY","multiple","Africa","quadrat",2.25,NA,"obs",""
"Berdugo, Miguel; Maestre, Fernando T.; Kefi, Sonia; Gross, Nicolas; Le Bagousse-Pinguet, Yoann; Soliveres, Santiago","Aridity preferences alter the relative importance of abiotic and biotic drivers on plant species abundance in global drylands","10.1111/1365-2745.13006","JOURNAL OF ECOLOGY","multiple","North America","quadrat",2.25,NA,"obs",""
"Berdugo, Miguel; Maestre, Fernando T.; Kefi, Sonia; Gross, Nicolas; Le Bagousse-Pinguet, Yoann; Soliveres, Santiago","Aridity preferences alter the relative importance of abiotic and biotic drivers on plant species abundance in global drylands","10.1111/1365-2745.13006","JOURNAL OF ECOLOGY","multiple","South America","quadrat",2.25,NA,"obs",""
"Berdugo, Miguel; Maestre, Fernando T.; Kefi, Sonia; Gross, Nicolas; Le Bagousse-Pinguet, Yoann; Soliveres, Santiago","Aridity preferences alter the relative importance of abiotic and biotic drivers on plant species abundance in global drylands","10.1111/1365-2745.13006","JOURNAL OF ECOLOGY","multiple","Europe","quadrat",2.25,NA,"obs",""
"Berdugo, Miguel; Maestre, Fernando T.; Kefi, Sonia; Gross, Nicolas; Le Bagousse-Pinguet, Yoann; Soliveres, Santiago","Aridity preferences alter the relative importance of abiotic and biotic drivers on plant species abundance in global drylands","10.1111/1365-2745.13006","JOURNAL OF ECOLOGY","multiple","Asia","quadrat",2.25,NA,"obs",""
"Roe, Cailin M.; Parker, Graham C.; Korsten, Annika C.; Lister, Christina J.; Weatherall, Sam B.; Lawrence Lodge, Rachael H. E.; Wilson, J. Bastow","Small-scale spatial autocorrelation in plant communities: the effects of spatial grain and measure of abundance, with an improved sampling scheme","10.1111/j.1654-1103.2011.01375.x","JOURNAL OF VEGETATION SCIENCE","palustrine wetland","Oceania","quadrat",25,NA,"obs",""
"Roe, Cailin M.; Parker, Graham C.; Korsten, Annika C.; Lister, Christina J.; Weatherall, Sam B.; Lawrence Lodge, Rachael H. E.; Wilson, J. Bastow","Small-scale spatial autocorrelation in plant communities: the effects of spatial grain and measure of abundance, with an improved sampling scheme","10.1111/j.1654-1103.2011.01375.x","JOURNAL OF VEGETATION SCIENCE","palustrine wetland","Oceania","quadrat",25,NA,"obs",""
"Gunnarsson, Urban; Soderstrom, Lars","Can artificial introductions of diaspore fragments work as a conservation tool for maintaining populations of the rare peatmoss Sphagnum angermanicum?","10.1016/j.biocon.2006.10.014","BIOLOGICAL CONSERVATION","palustrine wetland","Europe","quadrat",0.01,NA,"exp",""
"Bennie, Jonathan; Anderson, Karen; Wetherelt, Andrew","Measuring biodiversity across spatial scales in a raised bog using a novel paired-sample diversity index","10.1111/j.1365-2745.2010.01762.x","JOURNAL OF ECOLOGY","palustrine wetland","Europe","quadrat",0.0025,NA,"obs",""
"Bissels, S; Holzel, N; Donath, TW; Otte, A","Evaluation of restoration success in alluvial grasslands under contrasting flooding regimes","10.1016/j.biocon.2003.10.013","BIOLOGICAL CONSERVATION","palustrine wetland","Europe","quadrat",0.1,NA,"obs",""
"Freestone, Amy L.","Facilitation drives local abundance and regional distribution of a rare plant in a harsh environment","10.1890/0012-9658(2006)87[2728:FDLAAR]2.0.CO;2","ECOLOGY","palustrine wetland","North America","quadrat",1,NA,"exp",""
"Roe, Cailin M.; Parker, Graham C.; Korsten, Annika C.; Lister, Christina J.; Weatherall, Sam B.; Lawrence Lodge, Rachael H. E.; Wilson, J. Bastow","Small-scale spatial autocorrelation in plant communities: the effects of spatial grain and measure of abundance, with an improved sampling scheme","10.1111/j.1654-1103.2011.01375.x","JOURNAL OF VEGETATION SCIENCE","shrubland","Oceania","quadrat",25,NA,"obs",""
"Hernandez-Hernandez, Raquel; Borges, Paulo A. V.; Gabriel, Rosalina; Rigal, Francois; Ah-Peng, Claudine; Maria Gonzalez-Mancebo, Juana","Scaling alpha- and beta-diversity: bryophytes along an elevational gradient on a subtropical oceanic Island (La Palma, Canary Islands)","10.1111/jvs.12573","JOURNAL OF VEGETATION SCIENCE","shrubland","Europe","quadrat",4,NA,"obs",""
"Hoffman, Oren; de Falco, Natalie; Yizhaq, Hezi; Boeken, Bertrand","Annual plant diversity decreases across scales following widespread ecosystem engineer shrub mortality","10.1111/jvs.12372","JOURNAL OF VEGETATION SCIENCE","shrubland","Asia","quadrat",1,NA,"obs",""
"Chai, Yongfu; Zhong, Jiayi; Zhao, Jiale; Guo, Jiangchao; Yue, Ming; Guo, Yaoxin; Wang, Mao; Wan, Pengcheng","Environment and plant traits explain shrub biomass allocation and species composition across ecoregions in North China","10.1111/jvs.13080","JOURNAL OF VEGETATION SCIENCE","shrubland","Asia","quadrat",1,NA,"obs",""
"Escobedo, Victor M.; Rios, Rodrigo S.; Gianoli, Ernesto","Interactive effects of shading and disturbance on plant invasion in an arid shrubland: Assembly processes and CSR-strategies","10.1111/1365-2745.13650","JOURNAL OF ECOLOGY","shrubland","South America","quadrat",0.04,NA,"obs",""
"Gross, Nicolas; Boerger, Luca; Soriano-Morales, Sara I.; Le Bagousse-Pinguet, Yoann; Quero, Jose L.; Garcia-Gomez, Miguel; Valencia-Gomez, Enrique; Maestre, Fernando T.","Uncovering multiscale effects of aridity and biotic interactions on the functional structure of Mediterranean shrublands","10.1111/1365-2745.12063","JOURNAL OF ECOLOGY","shrubland","Europe","quadrat",2.25,NA,"obs",""
"Albert, Sebastien; Flores, Olivier; Rouget, Mathieu; Wilding, Nicholas; Strasberg, Dominique","Why are woody plants fleshy-fruited at low elevations? Evidence from a high-elevation oceanic island","10.1111/jvs.12676","JOURNAL OF VEGETATION SCIENCE","shrubland","Africa","quadrat",25,NA,"obs",""
"Schutzenhofer, Michele R.; Valone, Thomas J.","Positive and negative effects of exotic Erodium cicutarium on an arid ecosystem","10.1016/j.biocon.2006.04.031","BIOLOGICAL CONSERVATION","shrubland","North America","quadrat",0.25,NA,"exp",""
"Hevia, Violeta; Carmona, Carlos P.; Azcarate, Francisco M.; Torralba, Mario; Alcorlo, Paloma; Arino, Ruben; Lozano, Jorge; Castro-Cobo, Sara; Gonzalez, Jose A.","Effects of land use on taxonomic and functional diversity: a cross-taxon analysis in a Mediterranean landscape","10.1007/s00442-015-3512-2","OECOLOGIA","shrubland","Europe","quadrat",0.04,NA,"obs",""
"Croft, Peter; Hunter, John T.; Reid, Nick","Forgotten fauna: Habitat attributes of long-unburnt open forests and woodlands dictate a rethink of fire management theory and practice","10.1016/j.foreco.2016.02.015","FOREST ECOLOGY AND MANAGEMENT","shrubland","Oceania","quadrat",400,NA,"obs",""
"Delgado-Baquerizo, Manuel; Fry, Ellen L.; Eldridge, David J.; de Vries, Franciska T.; Manning, Peter; Hamonts, Kelly; Kattge, Jens; Boenisch, Gerhard; Singh, Brajesh K.; Bardgett, Richard D.","Plant attributes explain the distribution of soil microbial communities in two contrasting regions of the globe","10.1111/nph.15161","NEW PHYTOLOGIST","forest","Oceania","regional",NA,1000,"obs",""
"Arroyo-Rodriguez, Victor; Roes, Matthias; Escobar, Federico; Melo, Felipe P. L.; Santos, Braulio A.; Tabarelli, Marcelo; Chazdon, Robin","Plant beta-diversity in fragmented rain forests: testing floristic homogenization and differentiation hypotheses","10.1111/1365-2745.12153","JOURNAL OF ECOLOGY","forest","North America","regional",NA,NA,"obs",""
"Qiao, Xuetao; Zhang, Naili; Zhang, Chunyu; Zhang, Zhonghui; Zhao, Xiuhai; von Gadow, Klaus","Unravelling biodiversity-productivity relationships across a large temperate forest region","10.1111/1365-2435.13922","FUNCTIONAL ECOLOGY","forest","Asia","regional",7e+11,NA,"obs",""
"Benayas, JMR; Scheiner, SM","Plant diversity, biogeography and environment in Iberia: Patterns and possible causal factors","10.1111/j.1654-1103.2002.tb02045.x","JOURNAL OF VEGETATION SCIENCE","forest","Europe","regional",1e+08,NA,"obs",""
"Benayas, JMR; Scheiner, SM","Plant diversity, biogeography and environment in Iberia: Patterns and possible causal factors","10.1111/j.1654-1103.2002.tb02045.x","JOURNAL OF VEGETATION SCIENCE","forest","Europe","regional",5e+09,NA,"obs",""
"Ewald, J","A probabilistic approach to estimating species pools from large compositional matrices","10.1111/j.1654-1103.2002.tb02039.x","JOURNAL OF VEGETATION SCIENCE","forest","North America","regional",1e+10,NA,"obs","approx average estimated from map"
"Stark, SC; Bunker, DE; Carson, WP","A null model of exotic plant diversity tested with exotic and native species-area relationships","10.1111/j.1461-0248.2005.00859.x","ECOLOGY LETTERS","forest","North America","regional",1.48e+08,NA,"obs","approx based on figures (min)"
"Stark, SC; Bunker, DE; Carson, WP","A null model of exotic plant diversity tested with exotic and native species-area relationships","10.1111/j.1461-0248.2005.00859.x","ECOLOGY LETTERS","forest","North America","regional",5.39e+12,NA,"obs","approx based on figures (max)"
"Fortini, Lucas Berio","Integrated models show a transient opportunity for sustainable management by tropical forest dwellers","10.1016/j.foreco.2019.02.022","FOREST ECOLOGY AND MANAGEMENT","forest","South America","regional",1.6e+08,NA,"obs",""
"Buler, Jeffrey J.; Moore, Frank R.; Woltmann, Stefan","A multi-scale examination of stopover habitat use by birds","10.1890/06-1871.1","ECOLOGY","forest","North America","regional",225000,NA,"obs","birds consider remove"
"Dobert, Timm F.; Webber, Bruce L.; Sugau, John B.; Dickinson, Katharine J. M.; Didham, Raphael K.","Logging increases the functional and phylogenetic dispersion of understorey plant communities in tropical lowland rain forest","10.1111/1365-2745.12791","JOURNAL OF ECOLOGY","forest","Asia","regional",9929558,NA,"obs",""
"Villar, Nacho; Siqueira, Tadeu; Zipparro, Valesca; Farah, Fabiano; Schmaedecke, Gabriela; Hortenci, Luana; Brocardo, Carlos Rodrigo; Jordano, Pedro; Galetti, Mauro","The cryptic regulation of diversity by functionally complementary large tropical forest herbivores","10.1111/1365-2745.13257","JOURNAL OF ECOLOGY","forest","South America","regional",1.6e+07,NA,"exp",""
"Schweiger, O; Maelfait, JP; Van Wingerden, W; Hendrickx, F; Billeter, R; Speelmans, M; Augenstein, I; Aukema, B; Aviron, S; Bailey, D; Bukacek, R; Burel, F; Diekotter, T; Dirksen, J; Frenzel, M; Herzog, F; Liira, J; Roubalova, M; Bugter, R","Quantifying the impact of environmental factors on arthropod communities in agricultural landscapes across organizational levels and spatial scales","10.1111/j.1365-2664.2005.01085.x","JOURNAL OF APPLIED ECOLOGY","forest","Europe","regional",6.4e+07,NA,"obs",""
"Schweiger, O; Maelfait, JP; Van Wingerden, W; Hendrickx, F; Billeter, R; Speelmans, M; Augenstein, I; Aukema, B; Aviron, S; Bailey, D; Bukacek, R; Burel, F; Diekotter, T; Dirksen, J; Frenzel, M; Herzog, F; Liira, J; Roubalova, M; Bugter, R","Quantifying the impact of environmental factors on arthropod communities in agricultural landscapes across organizational levels and spatial scales","10.1111/j.1365-2664.2005.01085.x","JOURNAL OF APPLIED ECOLOGY","forest","Europe","regional",3.2e+07,NA,"obs",""
"Zellweger, Florian; Braunisch, Veronika; Morsdorf, Felix; Baltensweiler, Andri; Abegg, Meinrad; Roth, Tobias; Bugmann, Harald; Bollmann, Kurt","Disentangling the effects of climate, topography, soil and vegetation on stand-scale species richness in temperate forests","10.1016/j.foreco.2015.04.008","FOREST ECOLOGY AND MANAGEMENT","forest","Europe","regional",3e+08,NA,"obs",""
"Delgado-Baquerizo, Manuel; Fry, Ellen L.; Eldridge, David J.; de Vries, Franciska T.; Manning, Peter; Hamonts, Kelly; Kattge, Jens; Boenisch, Gerhard; Singh, Brajesh K.; Bardgett, Richard D.","Plant attributes explain the distribution of soil microbial communities in two contrasting regions of the globe","10.1111/nph.15161","NEW PHYTOLOGIST","grassland","Europe","regional",5e+08,NA,"obs",""
"Valyi, Kriszta; Rillig, Matthias C.; Hempel, Stefan","Land-use intensity and host plant identity interactively shape communities of arbuscular mycorrhizal fungi in roots of grassland plants","10.1111/nph.13236","NEW PHYTOLOGIST","grassland","Europe","regional",1.3e+09,NA,"obs",""
"Benayas, JMR; Scheiner, SM","Plant diversity, biogeography and environment in Iberia: Patterns and possible causal factors","10.1111/j.1654-1103.2002.tb02045.x","JOURNAL OF VEGETATION SCIENCE","grassland","Europe","regional",1e+08,NA,"obs",""
"Benayas, JMR; Scheiner, SM","Plant diversity, biogeography and environment in Iberia: Patterns and possible causal factors","10.1111/j.1654-1103.2002.tb02045.x","JOURNAL OF VEGETATION SCIENCE","grassland","Europe","regional",5e+09,NA,"obs",""
"Carmona, Carlos P.; Guerrero, Irene; Peco, Begona; Morales, Manuel B.; Onate, Juan J.; Part, Tomas; Tscharntke, Teja; Liira, Jaan; Aavik, Tsipe; Emmerson, Mark C.; Berendse, Frank; Ceryngier, Piotr; Bretagnolle, Vincent; Weisser, Wolfgang W.; Bengtsson, Jan","Agriculture intensification reduces plant taxonomic and functional diversity across European arable systems","10.1111/1365-2435.13608","FUNCTIONAL ECOLOGY","grassland","Europe","regional",2.5e+15,NA,"obs",""
"Xiang, Dan; Verbruggen, Erik; Hu, Yajun; Veresoglou, Stavros D.; Rillig, Matthias C.; Zhou, Wenping; Xu, Tianle; Li, Huan; Hao, Zhipeng; Chen, Yongliang; Chen, Baodong","Land use influences arbuscular mycorrhizal fungal communities in the farming-pastoral ecotone of northern China","10.1111/nph.12961","NEW PHYTOLOGIST","grassland","Asia","regional",6.9e+11,NA,"obs",""
"Manzo, Luz M.; Epele, Luis B.; Grech, Marta G.; Kutschker, Adriana M.; Miserendino, Maria L.","Which regionalization scheme is the best to predict wetland plant distribution in Western Patagonia?","10.1111/jvs.13157","JOURNAL OF VEGETATION SCIENCE","grassland","South America","regional",1.34e+11,NA,"obs","wetlands max size"
"Lebbink, Gabrielle; Dwyer, John M.; Fensham, Roderick J.","An invasive grass species has both local and broad-scale impacts on diversity: Potential mechanisms and implications","10.1111/jvs.12972","JOURNAL OF VEGETATION SCIENCE","grassland","Oceania","regional",1000,NA,"obs",""
"Schweiger, O; Maelfait, JP; Van Wingerden, W; Hendrickx, F; Billeter, R; Speelmans, M; Augenstein, I; Aukema, B; Aviron, S; Bailey, D; Bukacek, R; Burel, F; Diekotter, T; Dirksen, J; Frenzel, M; Herzog, F; Liira, J; Roubalova, M; Bugter, R","Quantifying the impact of environmental factors on arthropod communities in agricultural landscapes across organizational levels and spatial scales","10.1111/j.1365-2664.2005.01085.x","JOURNAL OF APPLIED ECOLOGY","grassland","Europe","regional",6.4e+07,NA,"obs",""
"Schweiger, O; Maelfait, JP; Van Wingerden, W; Hendrickx, F; Billeter, R; Speelmans, M; Augenstein, I; Aukema, B; Aviron, S; Bailey, D; Bukacek, R; Burel, F; Diekotter, T; Dirksen, J; Frenzel, M; Herzog, F; Liira, J; Roubalova, M; Bugter, R","Quantifying the impact of environmental factors on arthropod communities in agricultural landscapes across organizational levels and spatial scales","10.1111/j.1365-2664.2005.01085.x","JOURNAL OF APPLIED ECOLOGY","grassland","Europe","regional",3.2e+07,NA,"obs",""
"Mittelbach, GG; Steiner, CF; Scheiner, SM; Gross, KL; Reynolds, HL; Waide, RB; Willig, MR; Dodson, SI; Gough, L","What is the observed relationship between species richness and productivity?","","ECOLOGY","multiple",NA,"regional",NA,200,"meta",""
"Mittelbach, GG; Steiner, CF; Scheiner, SM; Gross, KL; Reynolds, HL; Waide, RB; Willig, MR; Dodson, SI; Gough, L","What is the observed relationship between species richness and productivity?","","ECOLOGY","multiple",NA,"regional",NA,4000,"meta",""
"Weis, Jerome J.; Vasseur, David A.","Differential predation drives overyielding of prey species in a patchy environment","10.1111/j.1600-0706.2013.00632.x","OIKOS",NA,NA,"regional",NA,NA,"sim",""
"Freestone, Amy L.","Facilitation drives local abundance and regional distribution of a rare plant in a harsh environment","10.1890/0012-9658(2006)87[2728:FDLAAR]2.0.CO;2","ECOLOGY","palustrine wetland","North America","regional",460000,NA,"exp",""
"Lang, Simone I.; Cornelissen, Johannes H. C.; Hoelzer, Adam; ter Braak, Cajo J. F.; Ahrens, Matthias; Callaghan, Terry V.; Aerts, Rien","Determinants of cryptogam composition and diversity in Sphagnum-dominated peatlands: the importance of temporal, spatial and functional scales","10.1111/j.1365-2745.2008.01472.x","JOURNAL OF ECOLOGY","palustrine wetland","Europe","regional",1.25,6,"obs","cryptogams includes plants without seeds (bryophytes, ferns) the name of the scale is most likely due to distance between sites (km) than total sampled surface (m2)"
